Animal,latitude,longitude,open_dt
dog,42.33152879781765,-71.08476463936216,2020-01-07 12:01:51
dog,42.33152879781765,-71.08476463936216,2020-01-07 12:05:00
dog,42.34215266420093,-71.16652972618844,2020-01-17 01:51:00
dog,42.34298954951097,-71.08000052963332,2020-01-18 19:02:39
dog,42.315315889547605,-71.09072012004732,2020-02-15 15:14:00
dog,42.31476956702208,-71.09037061651975,2020-02-15 15:51:12
dog,42.36319951162989,-71.05201042191794,2020-03-11 13:28:00
dog,42.285879660794976,-71.15506082687159,2020-03-15 14:56:00
dog,42.37556352116597,-71.06001641265712,2020-05-13 15:15:17
dog,42.29930966258009,-71.15870080484615,2020-05-17 14:15:00
dog,42.30230953265896,-71.064290585387,2020-05-21 12:54:00
dog,42.290809620990096,-71.12729075281567,2020-05-23 07:02:00
dog,42.23464814646009,-71.12976826963575,2020-05-30 15:39:50
dog,42.33755948450751,-71.0300704302123,2020-05-31 11:46:55
dog,42.27443467903428,-71.1667508791438,2020-06-12 15:34:00
dog,42.31347960105352,-71.11541067530452,2020-07-13 08:30:29
dog,42.28111964519379,-71.14321081047126,2020-08-08 08:15:00
dog,42.356214536063376,-71.07013247810636,2020-08-21 17:16:00
dog,42.34607954585023,-71.07720051687093,2020-08-24 15:38:00
dog,42.29962954991289,-71.07664061875504,2020-09-13 08:11:00
dog,42.30221953107153,-71.06326058298636,2020-10-18 14:49:00
dog,42.3678334932779,-71.03799838000604,2020-10-24 05:44:00
dog,42.29616951812235,-71.05358057452096,2020-10-25 15:28:00
dog,42.292129527246175,-71.06001059855329,2020-10-25 15:50:00
dog,42.29049953337319,-71.06404061088718,2020-10-26 11:25:00
dog,42.29712955670513,-71.08141063553455,2020-10-27 08:17:00
dog,42.31368953373134,-71.06598056388498,2020-10-29 14:24:00
dog,42.37646258052009,-71.0559813311847,2020-11-02 10:37:00
dog,42.34479833077829,-71.08091741391831,2020-11-05 10:47:11
dog,42.27878754974875,-71.07521266282015,2020-11-05 11:47:00
dog,42.278789549852135,-71.07521066254779,2020-11-05 12:28:00
dog,42.28742986422641,-71.13534973584682,2020-11-06 03:02:00
dog,42.38983153268296,-71.07055740379347,2020-11-06 03:10:00
dog,42.30564959183138,-71.10802067638862,2020-11-08 00:44:00
dog,42.32593958415399,-71.10419062238705,2020-11-09 03:49:00
dog,42.3156395547901,-71.08152059443752,2020-11-09 14:55:00
dog,42.34281701542096,-71.06705209520969,2020-11-10 09:13:00
dog,42.38235953117186,-71.06848041608691,2020-11-11 08:04:00
dog,42.28022963108791,-71.13342079055285,2020-11-11 13:39:00
dog,42.32276215076271,-71.11104301607821,2020-11-13 03:32:00
dog,42.29000965005137,-71.14813080177801,2020-11-14 14:51:00
dog,42.27687735653063,-71.1207795377506,2020-11-17 03:11:00
dog,42.29712955670513,-71.08141063553455,2020-11-18 04:20:00
dog,42.366069515757054,-71.05546042328568,2020-11-18 14:03:55
dog,42.35334961033951,-71.12712061256612,2020-11-19 20:43:00
dog,42.29466703617839,-71.15346619001475,2020-11-24 07:00:00
dog,42.3766594845046,-71.03118034553499,2020-11-24 13:11:00
dog,42.356629534405165,-71.06939047548478,2020-11-24 13:13:00
dog,42.31558952359365,-71.05836054197103,2020-11-25 10:49:27
dog,42.33079958441164,-71.10507061325706,2020-11-26 10:56:00
dog,42.29581951633771,-71.05223057272823,2020-11-28 08:03:00
dog,42.35148470094263,-71.0628224474617,2020-11-28 08:59:00
dog,42.34519957154078,-71.09676056239118,2020-11-28 19:09:00
dog,42.30817954214899,-71.07142058829174,2020-11-30 11:52:00
