Animal,latitude,longitude,open_dt
dog,42.33095809543112,-71.05203895552879,2022-01-01 04:32:00
dog,42.37963948864495,-71.03480034668526,2022-01-02 04:49:00
dog,42.29013956964287,-71.09044067138616,2022-01-02 09:40:00
dog,42.29222636699245,-71.16508682927925,2022-01-03 12:21:00
dog,42.28318960753075,-71.11647074584913,2022-01-04 12:44:00
dog,42.335666538261606,-71.03335392557314,2022-01-05 07:28:00
dog,42.32576958374817,-71.10387062204778,2022-01-05 11:11:00
dog,42.32548470229487,-71.10357908671745,2022-01-05 12:34:00
dog,42.33758613500855,-71.0318781366498,2022-01-06 10:30:00
dog,42.33758613500855,-71.0318781366498,2022-01-06 10:41:00
dog,42.282168034186526,-71.1810299690684,2022-01-06 11:29:00
dog,42.32921956765607,-71.09236058868217,2022-01-07 11:12:00
dog,42.28736951662926,-71.0521005909375,2022-01-08 03:37:00
dog,42.2908795486986,-71.07545063562415,2022-01-08 06:24:00
dog,42.31985956513455,-71.08947060287299,2022-01-08 09:42:00
dog,42.37892319802733,-71.05700450021622,2022-01-09 09:21:00
dog,42.32323952559618,-71.06021052980614,2022-01-09 11:42:00
dog,42.27897428019908,-71.08035187902183,2022-01-10 11:46:00
dog,42.284689572698014,-71.09175068665323,2022-01-10 17:06:00
dog,42.31153952532112,-71.05947055393138,2022-01-11 02:40:00
dog,42.37593229472344,-71.06546590907651,2022-01-11 16:01:00
dog,42.34097963405393,-71.14353067711673,2022-01-12 04:37:00
dog,42.27615963527902,-71.13567080486679,2022-01-14 10:49:00
dog,42.30970112640872,-71.10459129274882,2022-01-14 12:22:00
dog,42.28695956341139,-71.08569066826037,2022-01-17 05:28:00
dog,42.29796989465436,-71.0592601792182,2022-01-17 11:17:00
dog,42.25271964616678,-71.14059086892692,2022-01-18 02:05:00
dog,42.3627495353725,-71.07009046328126,2022-01-18 04:45:00
dog,42.26649958137829,-71.09654073818818,2022-01-19 08:55:00
dog,42.30826954838155,-71.07625059858279,2022-01-19 14:40:00
dog,42.293659612948765,-71.12177073403716,2022-01-20 09:24:00
dog,42.32877852040024,-71.05671250931175,2022-01-20 10:09:00
dog,42.37964951838868,-71.05828039929948,2022-01-21 11:44:00
dog,42.32921956765607,-71.09236058868217,2022-01-21 16:19:00
dog,42.2814895318982,-71.06233062745582,2022-01-22 06:15:00
dog,42.24545966065398,-71.13408086355143,2022-01-22 11:19:00
dog,42.28318960753075,-71.11647074584913,2022-01-23 11:04:00
dog,42.25521960322068,-71.11088079540193,2022-01-23 14:04:00
dog,42.299669558440456,-71.08287063314792,2022-01-25 02:04:00
dog,42.37104706377213,-71.03866898920295,2022-01-25 05:36:00
dog,42.327427093574535,-71.05319035861555,2022-01-25 12:11:00
dog,42.28075956679118,-71.08747068545121,2022-01-29 14:29:00
dog,42.28239952280537,-71.05611061155525,2022-01-30 08:43:00
dog,42.31664954333598,-71.07308057316125,2022-01-30 17:14:00
dog,42.32973954589745,-71.07600055051697,2022-01-31 10:25:00
dog,42.33507954829511,-71.07815054339326,2022-02-01 07:41:00
dog,42.27959168847235,-71.17407888373656,2022-02-03 12:58:00
dog,42.3803904820648,-71.02991733373231,2022-02-05 10:19:00
dog,42.27562968175622,-71.16871088039915,2022-02-06 05:38:00
dog,42.28318960753075,-71.11647074584913,2022-02-06 09:52:00
dog,42.33293093654023,-71.0508471720287,2022-02-06 10:49:00
dog,42.29489842062598,-71.07563600147563,2022-02-07 02:08:00
dog,42.34320638398004,-71.07856450501123,2022-02-07 02:48:00
dog,42.26953084632227,-71.10437472939478,2022-02-07 03:18:00
dog,42.34670954009864,-71.07267050511389,2022-02-08 09:20:00
dog,42.286935572271176,-71.09155468115394,2022-02-10 06:33:00
