Animal,latitude,longitude
cat,42.25800961452049,-71.11906080789365
cat,42.35170040060642,-71.07813912871521
cat,42.31562955951191,-71.08495060215772
cat,42.31978953059547,-71.06386054540049
cat,42.35839961657891,-71.1323206133072
cat,42.34119557304447,-71.0876603494773
cat,42.33334951105719,-71.04975048359586
cat,42.3591646096974,-71.12766460055583
cat,42.33743954554348,-71.07621053417927
cat,42.31922683113264,-71.09518811842501
cat,42.23566132211597,-71.12631037710781
cat,42.23566132211597,-71.12631037710781
cat,42.33482422487796,-71.07349652034702
cat,42.264469681485664,-71.16679090168232
cat,42.378498489798055,-71.03592535136738
cat,42.26863961374591,-71.11978078561548
cat,42.31462952279021,-71.0578505437375
cat,42.27561886201644,-71.12295520183928
cat,42.27556961758712,-71.12308077780946
cat,42.314609580424495,-71.1002906389691
cat,42.29901955921352,-71.08338063575003
cat,42.32391158097211,-71.10183862170878
cat,42.23720927521035,-71.13190881221979
cat,42.32939956701453,-71.0917205866001
cat,42.28407953521122,-71.06501062770428
cat,42.34552954930797,-71.07974052361577
cat,42.28387961478008,-71.12198075666599
cat,42.314479553727054,-71.08045059441507
cat,42.35575962389735,-71.13799063152788
cat,42.25960960845124,-71.11498079497366
cat,42.30875576511251,-71.06141105642108
cat,42.3019595350339,-71.06569058954031
cat,42.3422395561915,-71.08468054211184
cat,42.28738956255029,-71.08508066568346
cat,42.291699633448026,-71.13643077172456
cat,42.32015953009616,-71.06328054301103
cat,42.33593948554807,-71.03083043548793
cat,42.28463961468031,-71.12219075567442
cat,42.33465954566952,-71.07642954018544
cat,42.27238967151516,-71.16099087052113
cat,42.284699561577575,-71.08409066969354
cat,42.35614964150962,-71.15147066088932
cat,42.36426153639422,-71.05602475054405
cat,42.30594180810961,-71.08560531203105
cat,42.25646437299604,-71.12421886952357
cat,42.365843516042,-71.05559342378811
cat,42.33438175317709,-71.08248679418867
cat,42.36548949066318,-71.03598038120862
cat,42.321445789307546,-71.071408216386
cat,42.37155249901062,-71.0426043821981
cat,42.306433686364464,-71.11836177738624
cat,42.32503954202203,-71.07238055298343
cat,42.287149551344825,-71.07656064726545
cat,42.33394956237965,-71.08865056952266
