Animal,latitude,longitude
raccoon,42.27668962079031,-71.12530077998015
raccoon,42.29852954676068,-71.07452061673649
raccoon,42.23600970368943,-71.13160086618177
raccoon,42.29404962974938,-71.133970760967
raccoon,42.24161968397355,-71.13750087454993
raccoon,42.24161968397355,-71.13750087454993
raccoon,42.31473954730369,-71.0759805839929
raccoon,42.36794149346555,-71.03847338114299
raccoon,42.27423545551071,-71.17185406210403
raccoon,42.29035964998446,-71.14817080112746
raccoon,42.34889616975154,-71.09807540419563
raccoon,42.29540960308849,-71.11503071539725
raccoon,42.27839185415404,-71.18183070508398
raccoon,42.2844996478873,-71.14578080898961
raccoon,42.339801507612805,-71.04766346454234
raccoon,42.2942896544094,-71.15164080000176
raccoon,42.35070897425385,-71.1591043752216
raccoon,42.28549962033084,-71.12629076313327
raccoon,42.27400411627457,-71.06851075399582
raccoon,42.36056977910071,-71.14320607260632
raccoon,42.31549953799395,-71.06906056671724
raccoon,42.33089951843741,-71.05545050169133
raccoon,42.28869204036199,-71.04732606052143
raccoon,42.26309959795292,-71.1080507722097
raccoon,42.31479958040235,-71.10055063918547
raccoon,42.3164307007967,-71.07467095538743
raccoon,42.29681952404424,-71.05770058251781
raccoon,42.24706775892125,-71.11990181071852
raccoon,42.318769544451854,-71.07399057018213
raccoon,42.26906959513744,-71.10666075548154
raccoon,42.27042959517398,-71.10637075190378
raccoon,42.31868573598986,-71.06898072863243
raccoon,42.38885945241282,-71.00654026320743
raccoon,42.38783945144287,-71.00525026247655
raccoon,42.32375954777776,-71.07698056599489
raccoon,42.287029571311024,-71.09099067975353
raccoon,42.24563965836848,-71.13360086268915
raccoon,42.291299546940735,-71.07387063113597
raccoon,42.31349955569923,-71.08198060043026
raccoon,42.29079960542132,-71.11575072726225
raccoon,42.37499774602119,-71.02307935965706
raccoon,42.314019605023496,-71.11861068131881
raccoon,42.29251955291165,-71.07857063982374
raccoon,42.30483960550611,-71.1176106994043
raccoon,42.31020958444599,-71.10259065365888
raccoon,42.29339961326399,-71.12218073555795
raccoon,42.30829958307487,-71.10133065547048
raccoon,42.31106418016464,-71.10197089225873
raccoon,42.349949147111154,-71.0928710308865
raccoon,42.28804951174208,-71.04184118639235
raccoon,42.341749573680914,-71.09793057294688
raccoon,42.339572982869456,-71.09420277575464
raccoon,42.3244395860908,-71.10566062903882
raccoon,42.287289641980266,-71.14222079461983
raccoon,42.33186352575667,-71.10688129348854
raccoon,42.29143953596644,-71.06585061356695
raccoon,42.31665632032309,-71.11468247810112
raccoon,42.25357962294808,-71.12427082975033
raccoon,42.31257959964679,-71.11436067519638
