Animal,latitude,longitude
bat,42.35092965847738,-71.16397070048528
bat,42.30841959986236,-71.11394068356122
bat,42.29015962409007,-71.1296507595644
bat,42.31714458763042,-71.10599364618075
bat,42.31714458763042,-71.10599364618075
bat,42.304597601131285,-71.11444769326428
bat,42.28871952492838,-71.05801060119025
bat,42.28472952149781,-71.05502060401518
bat,42.29286963537984,-71.13820077298575
bat,42.28540961906541,-71.12523076056772
bat,42.36024961591856,-71.13235060877714
bat,42.28106962991214,-71.1326507874099
bat,42.28779962747332,-71.13177077023552
bat,42.3546786493242,-71.15724267715
bat,42.28578965220547,-71.14928081379779
bat,42.29971955531905,-71.08083062868532
bat,42.28208953264885,-71.06306062813938
bat,42.35588419313288,-71.06568424595564
bat,42.312109526351925,-71.06044055497166
bat,42.35036962143851,-71.13537063756661
bat,42.31453956501551,-71.08873061328711
bat,42.31097960948346,-71.12142069448633
bat,42.28882963377677,-71.13592077702921
bat,42.28518959710744,-71.10953072596268
bat,42.26181966276486,-71.1531508765279
bat,42.27509962385723,-71.12761078912159
bat,42.34456956292709,-71.09001054883151
bat,42.34456956250744,-71.09001054866354
bat,42.31381960366565,-71.11709067842537
bat,42.28461964288985,-71.14242080128942
bat,42.29058962208271,-71.12823075559183
bat,42.286579681004085,-71.16975085840069
bat,42.29805968232013,-71.17294483952834
bat,42.31665487360772,-71.11222233022905
bat,42.32160955068228,-71.07911057575036
bat,42.33917963806071,-71.14630068738172
bat,42.281989555695496,-71.07961066507563
bat,42.24669163506934,-71.12089883336115
bat,42.33352959236074,-71.11132062145685
bat,42.34252964019674,-71.14841068460167
bat,42.34051964992114,-71.15547070497874
bat,42.284459640079525,-71.13987079616136
bat,42.28485963580144,-71.13728078901262
bat,42.30405960507936,-71.1172707008288
bat,42.29477954085742,-71.0694706138663
bat,42.305824870734966,-71.12389715843577
bat,42.28652963076155,-71.13376077729582
bat,42.36029444855839,-71.05827049817206
bat,42.352226611012725,-71.12752161592894
bat,42.35052954116338,-71.07390049938529
bat,42.35505961341509,-71.12958061424801
bat,42.32426959701339,-71.11361064734957
bat,42.29243963768225,-71.13951077700307
bat,42.28010966145288,-71.15517083975594
bat,42.35499961493214,-71.13090061731988
bat,42.31233956310356,-71.08764061586893
bat,42.31892958819631,-71.10647064320919
bat,42.338659638737305,-71.14681068969844
bat,42.31544958958298,-71.10718065250525
bat,42.332534593347454,-71.11200562538545
bat,42.28601966684714,-71.15931083600142
bat,42.3169095239026,-71.05889054036807
bat,42.28102963106055,-71.13328078854937
bat,42.28244953280625,-71.0631906272369
bat,42.35461961125995,-71.12825061209453
bat,42.29367965376586,-71.15126080098456
bat,42.36319724499821,-71.0687719689209
bat,42.30009956186801,-71.08531063759962
bat,42.30009956186801,-71.08531063759962
bat,42.29794955833176,-71.08270063672092
bat,42.339369547174925,-71.0776405324494
bat,42.31089960876624,-71.12095069352574
bat,42.25268960819121,-71.11388080854324
bat,42.322792551849886,-71.0796445746422
bat,42.322792551849886,-71.0796445746422
bat,42.34113954850285,-71.07897053163758
bat,42.3576295358675,-71.07041047565518
bat,42.3499524535588,-71.06616880949056
bat,42.31256251214741,-71.09141897658662
bat,42.31892958819631,-71.10647064320919
bat,42.30961961362743,-71.12411070348504
bat,42.29415960336627,-71.11514071812007
bat,42.33253959356381,-71.1120006252001
bat,42.33584955538588,-71.08384055406447
bat,42.339049644378726,-71.15133069888259
bat,42.31069856010232,-71.08470961272752
bat,42.33328648988673,-71.03399844796269
bat,42.316299591138005,-71.10804065261084
bat,42.316235540380575,-71.11421578888252
bat,42.31624959887447,-71.11424066672548
bat,42.29370955084779,-71.07717063332544
bat,42.33242959243325,-71.11089062297738
bat,42.34783958242598,-71.10507057511228
bat,42.290719528983416,-71.06071060317014
bat,42.33763757409031,-71.09766258155949
bat,42.33988964745841,-71.1535107019896
bat,42.29857955754786,-71.0819906333598
bat,42.34528964606166,-71.1532806893441
bat,42.30943959379056,-71.10968067171878
bat,42.29678953948611,-71.06890060809893
bat,42.30510960779651,-71.11942070357358
bat,42.34570954518309,-71.07664051580667
bat,42.35410961286204,-71.1295106165916
bat,42.35167960605891,-71.12366060848626
bat,42.28937965560745,-71.15223081257635
bat,42.28147956147238,-71.083790675875
bat,42.30583955892661,-71.08349062040976
bat,42.28426962923426,-71.13238077925205
bat,42.34998964212347,-71.15076067283941
bat,42.343799639644985,-71.14818068123344
bat,42.283175644736446,-71.14355780734644
bat,42.31795957472411,-71.09640062271787
bat,42.30856961716637,-71.12646071153915
bat,42.307669536296345,-71.06719058006854
bat,42.322792551849886,-71.0796445746422
bat,42.33028959282142,-71.11113062825541
bat,42.322792551849886,-71.0796445746422
bat,42.3201595672201,-71.0908106050546
bat,42.35490965613844,-71.16251068845658
bat,42.33507954829511,-71.07815054339326
bat,42.29702959814168,-71.11145070346205
bat,42.31383960310173,-71.11666067737606
bat,42.33345558176842,-71.10315360321958
bat,42.34389357079519,-71.0960025637552
bat,42.35410961328876,-71.12951061617231
bat,42.29072963759484,-71.13922078018625
bat,42.34714955443298,-71.16323046661664
bat,42.29794955833176,-71.08270063672092
bat,42.31706957867414,-71.09926063109268
bat,42.30821959693776,-71.11155067852776
bat,42.33197586951094,-71.1120678938405
bat,42.28224967169044,-71.16236085165376
bat,42.33903964514988,-71.15158069929987
bat,42.350519579968925,-71.10391056699552
bat,42.36038255922825,-71.06081781599012
bat,42.34939956745132,-71.09383054626294
bat,42.2714195730335,-71.0909607141117
bat,42.34019964597496,-71.15263069932597
bat,42.28758963626583,-71.13791078430035
bat,42.29316954035521,-71.06929061706133
bat,42.28965966347806,-71.15771082420419
bat,42.27138957164929,-71.09032071290977
bat,42.30527959907595,-71.1130206885223
bat,42.305379534340965,-71.06571058173269
bat,42.31796956680922,-71.09048060928603
bat,42.297449534776426,-71.06533059839018
bat,42.297449534776426,-71.06533059839018
bat,42.31381960366565,-71.11709067842537
bat,42.34584665842731,-71.16278070924112
bat,42.2925095417864,-71.07022062102436
bat,42.30474954166991,-71.07071059399972
bat,42.33977964817948,-71.15403070366489
bat,42.31462960001336,-71.11492067188694
bat,42.296497512574845,-71.12933482986878
bat,42.313949590745686,-71.10801065782947
bat,42.33296959306703,-71.1116306234042
bat,42.31942959382657,-71.1107406520328
bat,42.26933959242429,-71.10470075023801
bat,42.33662410738129,-71.1488507617766
bat,42.280909574811474,-71.09341069893816
bat,42.26804959065428,-71.10294074875617
bat,42.34657958400663,-71.10654058154736
bat,42.33925963936852,-71.14730068944937
bat,42.3130595613888,-71.08612061053674
bat,42.34783958242598,-71.10507057511228
bat,42.28684953083139,-71.06205061454494
bat,42.3535296527631,-71.15983068555333
bat,42.3535296527631,-71.15983068555333
bat,42.3535296527631,-71.15983068555333
bat,42.28578966401142,-71.15775083303458
bat,42.2770796320864,-71.13339079796609
bat,42.317289578968,-71.09964063153375
bat,42.317289578968,-71.09964063153375
bat,42.34948955430887,-71.08407052480185
bat,42.29152960486925,-71.11581072582995
bat,42.33032959352313,-71.11166062935757
bat,42.31942959382657,-71.1107406520328
bat,42.31493954522546,-71.0743605798902
bat,42.33032959352313,-71.11166062935757
bat,42.30015954493286,-71.07311061005406
bat,42.313739605944825,-71.1190406831565
bat,42.340909651452826,-71.15669070684396
bat,42.33977964817948,-71.15403070366489
bat,42.28730953159753,-71.06290061594649
bat,42.30863960237937,-71.11581068727966
bat,42.31716596419565,-71.09536809834694
bat,42.31231959228723,-71.10847066252663
bat,42.3546786493242,-71.15724267715
bat,42.25178961058224,-71.11553081390657
bat,42.305099536150735,-71.06674058473368
bat,42.31812959263246,-71.10967065220184
bat,42.32168958523664,-71.10456063273277
bat,42.330299567775526,-71.09235058594462
bat,42.35086955420176,-71.08360052058022
bat,42.30262955532896,-71.08096062217248
bat,42.27684957464188,-71.09262070615786
bat,42.28212967447585,-71.16443085668557
bat,42.31003957906842,-71.0988506459533
bat,42.32961958210086,-71.10287061116236
bat,42.27684957500776,-71.09262070579294
bat,42.27976957101146,-71.09045069474614
bat,42.34113881308927,-71.14908404017318
bat,42.34110964145519,-71.14917068953109
bat,42.34261955866821,-71.0868905460846
bat,42.29497953004776,-71.06195059647443
bat,42.32961958210086,-71.10287061116236
bat,42.299934103809576,-71.11355767515576
bat,42.329212581553456,-71.10232661095444
bat,42.320999588314045,-71.10687063948444
bat,42.32238159593332,-71.11243464906744
bat,42.281327798450185,-71.05742922747163
bat,42.28889963926528,-71.14018078645738
bat,42.26353959919733,-71.10873077231972
bat,42.307269606230335,-71.1187106967814
bat,42.30803960710363,-71.1191306964768
bat,42.3195495465644,-71.07568057253467
bat,42.34598965588034,-71.16064070439158
bat,42.28862962677648,-71.13116076672223
bat,42.30995953093097,-71.06381056712092
bat,42.339159543308455,-71.07470052652411
bat,42.28825956739452,-71.08825067042426
bat,42.3154195318844,-71.06428055607307
bat,42.349210606469015,-71.14954457475905
bat,42.34111364182923,-71.14917168969845
bat,42.30766958868684,-71.10567066661598
bat,42.353939527365,-71.06372046909767
bat,42.31965956616162,-71.09040060523628
bat,42.2885496544472,-71.15098081155726
bat,42.35511565193976,-71.1593206808328
bat,42.32461956384161,-71.08907059135441
bat,42.26553966017124,-71.15205086550819
bat,42.31231959228723,-71.10847066252663
bat,42.28421961627533,-71.122980757942
bat,42.34110964145519,-71.14917068953109
bat,42.33146958630055,-71.10637061491023
bat,42.3471295386852,-71.07181050225687
bat,42.35015956759008,-71.09408054547045
bat,42.26195959346581,-71.10443076608853
bat,42.34059965611478,-71.16014071571459
bat,42.28045955571654,-71.07914066735235
bat,42.28041965868703,-71.15267083329024
bat,42.32703157352416,-71.09636660234553
bat,42.30626454087455,-71.07045959017192
bat,42.343359649331255,-71.15556069883858
bat,42.339159543308455,-71.07470052652411
bat,42.33700953682354,-71.06963052010681
bat,42.3400196528051,-71.15736071032619
bat,42.31207955678395,-71.08265060491507
bat,42.34612198507413,-71.04560014166876
bat,42.35019955930796,-71.08768053135528
bat,42.30667959951759,-71.11323068586105
