Animal,latitude,longitude
bird,42.38078952321448,-71.06205040488449
bird,42.36636949215895,-71.03710038122789
bird,42.29131954671185,-71.07369063138133
bird,42.35527965530608,-71.16207068666084
bird,42.3357164634332,-71.04637169713105
bird,42.35282953783879,-71.07160048918185
bird,42.26720711978607,-71.1522012460835
bird,42.356135246455146,-71.05406879067122
bird,42.31343953002446,-71.06311055788525
bird,42.347547617497625,-71.08435197827235
bird,42.36669948946632,-71.03508037637638
bird,42.36188961368391,-71.1309306019172
bird,42.3554263570397,-71.06382714908753
bird,42.33163949099858,-71.03506045441047
bird,42.31727958182859,-71.1017706359618
bird,42.30552959741317,-71.11153068448449
bird,42.34994954777842,-71.07894051197431
bird,42.33471920899749,-71.07321151994475
bird,42.34699766285103,-71.09219146356429
bird,42.33969955168072,-71.08113053945296
bird,42.34079260292478,-71.0761474875419
bird,42.27578460486523,-71.11414475697491
bird,42.34853956784322,-71.09431054963272
bird,42.357989524453664,-71.06161045508317
bird,42.33916953379112,-71.06753051040218
bird,42.35350800549408,-71.0559001358142
bird,42.34456982359358,-71.10416061862232
bird,42.38222952808471,-71.06613041113059
bird,42.29154967679385,-71.16768084246611
bird,42.32179955881244,-71.08467058782564
bird,42.35179287763087,-71.04964450899193
bird,42.3342211568012,-71.05338468335621
bird,42.37117452321855,-71.0613924251565
bird,42.350739545365165,-71.07729050631362
bird,42.35742768329136,-71.05832584186064
bird,42.332969537111055,-71.06962052864483
bird,42.34900034397736,-71.03117512624412
bird,42.34230354197032,-71.0538352268759
bird,42.35062137566924,-71.06151695488647
bird,42.35078802887464,-71.06218762396924
bird,42.36685764732263,-71.04095735155188
bird,42.36685764732263,-71.04095735155188
bird,42.32411959334019,-71.11087064151712
bird,42.32310958814667,-71.10687063475105
bird,42.26609960619809,-71.11367077734474
bird,42.25409964532235,-71.13972086332966
bird,42.32541977671743,-71.0644950857444
bird,42.30685034791732,-71.08164115625986
bird,42.37755948362269,-71.03113034291256
bird,42.37738648436255,-71.03161234411354
bird,42.29603956439915,-71.0868806506402
bird,42.34860956302872,-71.09072054157689
bird,42.345903568620265,-71.09452355610803
bird,42.29899955027837,-71.0770506211004
bird,42.3515266837896,-71.07623179066388
bird,42.293919667059846,-71.16071082119024
bird,42.32270964825752,-71.0807778551627
bird,42.33732947996351,-71.02684042307139
bird,42.36332871961224,-71.1307764684352
bird,42.35466952127913,-71.05903045671216
