Animal,latitude,longitude
dog,42.33345958531015,-71.10579060883586
dog,42.38139947392797,-71.0230203164634
dog,42.32644925542976,-71.06549421323362
dog,42.29715952123137,-71.05540057667338
dog,42.32805254731587,-71.0769025562562
dog,42.29445964000348,-71.14143077720317
dog,42.28005361857823,-71.05435555060214
dog,42.31147952710701,-71.0604905560971
dog,42.31211363931265,-71.05116967106736
dog,42.340090671216,-71.16614573868898
dog,42.33032600074016,-71.05825686163993
dog,42.367299492278775,-71.03746038037032
dog,42.2878296021178,-71.11320072842975
dog,42.30105963890058,-71.14133076205313
dog,42.30019105300293,-71.12865324484264
dog,42.34110957525914,-71.0989105765673
dog,42.290994581103,-71.12797265487167
dog,42.25646437299604,-71.12421886952357
dog,42.27084965182739,-71.14679084205527
dog,42.34147954697685,-71.07755052788069
dog,42.314583014493344,-71.10144297742292
dog,42.25129861471119,-71.1184518213604
dog,42.29445641362411,-71.1215167437687
dog,42.278629583015466,-71.09897071657511
dog,42.33038956565903,-71.09097058269228
dog,42.315389554244966,-71.08114059426494
dog,42.34150953451682,-71.06843050690472
dog,42.317939553725566,-71.08086058778918
dog,42.37796558108807,-71.07418700283507
dog,42.378576618808346,-71.07283156626801
dog,42.34345140553245,-71.0775109668545
dog,42.255939630218926,-71.12985083697652
dog,42.37060652210872,-71.0605024247285
dog,42.34119940302275,-71.05491851719324
dog,42.320089585525885,-71.10477063711694
dog,42.300393851686536,-71.0825121694938
dog,42.29776953882784,-71.06868060496586
dog,42.33190738603457,-71.09789323539043
dog,42.34093954529947,-71.07634052623293
dog,42.31724958836099,-71.10629064681507
dog,42.29776953882784,-71.06868060496586
dog,42.24397814084511,-71.1383102437826
dog,42.38119249180204,-71.03754534902843
dog,42.28731953038743,-71.06170061276055
dog,42.297499534902784,-71.06571059956462
dog,42.29296956797228,-71.08944066257203
dog,42.32308958057661,-71.10123862212528
dog,42.38089230776293,-71.04064734912687
dog,42.28217953027941,-71.06162062396112
dog,42.32688716545498,-71.105595873674
dog,42.29870953589069,-71.06649059860347
dog,42.31413953541966,-71.06721056569079
dog,42.32276215076271,-71.11104301607821
dog,42.33806984748611,-71.03403317251293
dog,42.28222967567209,-71.16522085778716
dog,42.293729514001306,-71.05052057320336
dog,42.28690955808747,-71.08158065850341
dog,42.35657459784909,-71.06761533058462
dog,42.32276215076271,-71.11104301607821
dog,42.28788837138204,-71.09038487519422
dog,42.336619516293965,-71.05415048600908
dog,42.28432951991611,-71.05419060254654
dog,42.3786594850404,-71.03201034253051
dog,42.355635424137546,-71.06289646915064
dog,42.31199953140268,-71.06391056290562
dog,42.30998092962231,-71.07377510724612
dog,42.28362434046385,-71.08926659890588
dog,42.34150953451682,-71.06843050690472
dog,42.37920949154192,-71.037010352767
dog,42.30221954106096,-71.07054059952405
dog,42.38390944734983,-71.0023902645899
dog,42.27722964106803,-71.14000081237593
dog,42.2739095542187,-71.07806068012827
dog,42.249403637022375,-71.1318198551996
dog,42.31759952346274,-71.05836053748617
dog,42.37700952539026,-71.06334041632152
dog,42.32712955088123,-71.07973056461195
dog,42.35015956871755,-71.09490054772566
dog,42.274839669910456,-71.15985086205269
dog,42.33078949550551,-71.03811746290147
dog,42.34150953451682,-71.06843050690472
dog,42.31257959741826,-71.11272067137097
dog,42.27757955989839,-71.08230068089433
dog,42.292339609968735,-71.11949073209186
dog,42.3380395459362,-71.07660053329607
dog,42.37566885314442,-71.06509023788524
dog,42.303539554029264,-71.07966061753916
dog,42.28104964245203,-71.1416208074917
dog,42.28167446733995,-71.14227022312578
dog,42.30688960704649,-71.11892069789351
dog,42.31695958323433,-71.10238063829084
dog,42.28348954275113,-71.0705306417674
dog,42.36466639602374,-71.06144749931345
dog,42.32784554447469,-71.0745295516856
dog,42.31071955395045,-71.08014060221886
dog,42.2877462583965,-71.13898599597097
dog,42.34286457002365,-71.09514356410052
dog,42.3190695418336,-71.07214056564067
